multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad
3202,M431ZW,2020-03-01,15:54,120.0,40,AV LIBERTADOR,,APELADA,80.0,78.0
3203,DI2LOT,2020-10-09,15:54,92.0,80,AV SIEMPRE VIVA,R02,APELADA,12.0,8.0
3205,0695DVH,2023-02-24,10:09,140.0,60,RUTA 9,,IMPAGA,80.0,77.0
3208,WEFLYN,2021-05-23,11:11,112.0,60,AV LIBERTADOR,R02,IMPAGA,52.0,49.0
3210,41RSTZ,2022-11-06,10:09,134.0,60,RUTA 9,R01,IMPAGA,74.0,71.0
3219,T0YDR,2020-05-22,20:17,137.0,80,AV LIBERTADOR,R03,IMPAGA,57.0,53.0
3221,BB8986,2021-07-23,20:18,81.0,60,AV LIBERTADOR,R02,APELADA,21.0,18.0
3222,VTIIAHV,2021-07-16,10:10,138.0,80,AV LIBERTADOR,R02,APELADA,58.0,54.0
3225,M431ZW,2020-06-02,10:10,155.0,80,AV SIEMPRE VIVA,R02,PAGADA,75.0,71.0
3228,AI7OVF,2021-02-03,20:18,119.0,60,RUTA 9,R02,PAGADA,59.0,56.0
3231,HF3461,2021-06-29,20:18,101.0,40,AV LIBERTADOR,R03,IMPAGA,61.0,59.0
3233,HK06YMX,2022-09-03,11:11,105.0,40,AV LIBERTADOR,,IMPAGA,65.0,63.0
3235,INTIGR8,2020-03-08,10:11,101.0,60,AV SIEMPRE VIVA,R03,IMPAGA,41.0,38.0
3236,VY90540,2023-08-02,20:19,71.0,60,AV SIEMPRE VIVA,R01,ERROR,11.0,8.0
3238,0695DVH,2021-11-26,11:11,116.0,40,AV LIBERTADOR,R02,IMPAGA,76.0,74.0
3242,VY90540,2023-01-19,11:12,94.0,40,AV LIBERTADOR,R02,PAGADA,54.0,52.0
3243,2999961,2022-02-01,20:19,102.0,80,AV LIBERTADOR,R01,ERROR,22.0,18.0
3247,INTIGR8,2023-12-25,10:11,63.0,40,RUTA 9,,PAGADA,23.0,21.0
3250,INTIGR8,2020-01-14,11:12,86.0,60,AV LIBERTADOR,,IMPAGA,26.0,23.0
3253,409,2020-04-08,10:11,106.0,80,AV LIBERTADOR,R01,APELADA,26.0,22.0
3259,FVIOUHP,2023-11-15,10:12,159.0,80,AV SIEMPRE VIVA,R02,APELADA,79.0,75.0
3263,GCP332,2022-04-16,11:13,140.0,80,RUTA 9,R03,APELADA,60.0,56.0
3265,NHZ1002,2021-07-04,20:20,110.0,40,AV LIBERTADOR,R02,PAGADA,70.0,68.0
3266,HK06YMX,2022-07-22,10:12,65.0,40,AV LIBERTADOR,R01,IMPAGA,25.0,23.0
3275,WU341A,2023-06-17,10:13,124.0,80,RUTA 9,R03,PAGADA,44.0,40.0
3276,NHZ1002,2024-01-08,20:20,109.0,40,AV SIEMPRE VIVA,,APELADA,69.0,67.0
3281,M20CPR,2023-12-25,11:14,94.0,60,AV LIBERTADOR,R02,PAGADA,34.0,31.0
3285,T0YDR,2021-04-16,11:15,87.0,80,AV LIBERTADOR,R01,APELADA,7.0,3.0
3291,HAMSTUR,2021-09-14,11:15,134.0,80,AV LIBERTADOR,,APELADA,54.0,50.0
3295,WU341A,2021-03-04,15:55,118.0,80,AV LIBERTADOR,R01,ERROR,38.0,34.0
3298,HF58HXP,2022-12-05,20:21,75.0,40,AV SIEMPRE VIVA,R02,IMPAGA,35.0,33.0
3299,OUTSTDN,2020-05-08,20:21,122.0,80,AV LIBERTADOR,,APELADA,42.0,38.0
3303,CD05601,2020-01-02,11:16,115.0,80,AV LIBERTADOR,,PAGADA,35.0,31.0
3305,NTHGLFT,2020-08-03,10:13,154.0,80,AV LIBERTADOR,R03,APELADA,74.0,70.0
3306,GN64OTP,2020-12-03,10:13,138.0,60,RUTA 9,R02,ERROR,78.0,75.0
3307,TL03GOG,2020-02-01,11:16,139.0,60,AV LIBERTADOR,R03,APELADA,79.0,76.0
3309,DI2LOT,2023-01-05,11:16,99.0,80,RUTA 9,R01,IMPAGA,19.0,15.0
3311,BHRP770,2022-01-06,20:22,90.0,60,AV LIBERTADOR,R02,APELADA,30.0,27.0
3313,TL03GOG,2022-02-04,20:22,111.0,80,AV SIEMPRE VIVA,,PAGADA,31.0,27.0
3315,6EVY261,2022-02-19,10:14,151.0,80,RUTA 9,R02,PAGADA,71.0,67.0
3317,M20CPR,2022-12-02,10:14,133.0,80,AV LIBERTADOR,R02,ERROR,53.0,49.0
3320,VNK296GP,2020-09-12,20:22,153.0,80,AV LIBERTADOR,R03,PAGADA,73.0,69.0
3322,WU08YWC,2020-06-21,20:22,100.0,40,AV LIBERTADOR,R02,IMPAGA,60.0,58.0
3328,WEFLYN,2020-12-16,15:56,132.0,80,AV LIBERTADOR,R01,IMPAGA,52.0,48.0
3330,6NCE831,2020-07-05,20:23,78.0,60,AV LIBERTADOR,R03,IMPAGA,18.0,15.0
3333,MX60NZA,2023-05-18,11:17,56.0,40,RUTA 9,R02,PAGADA,16.0,14.0
3336,6NCE831,2023-09-20,20:23,153.0,80,AV LIBERTADOR,R03,IMPAGA,73.0,69.0
3338,PIW4215,2023-07-19,11:17,155.0,80,AV LIBERTADOR,R01,ERROR,75.0,71.0
3339,T0YDR,2023-12-30,20:23,62.0,40,AV SIEMPRE VIVA,R03,IMPAGA,22.0,20.0
3345,NTHGLFT,2021-03-02,10:16,100.0,40,AV LIBERTADOR,R03,IMPAGA,60.0,58.0
3346,3646HBH,2021-02-16,10:16,106.0,80,RUTA 9,R01,IMPAGA,26.0,22.0
3354,DI2LOT,2020-03-09,11:18,132.0,80,RUTA 9,R03,IMPAGA,52.0,48.0
3355,0695DVH,2020-02-10,15:57,59.0,40,RUTA 9,R02,IMPAGA,19.0,17.0
3360,RFH373,2023-11-25,10:17,64.0,60,RUTA 9,R02,IMPAGA,4.0,1.0
3369,B81JKY,2021-01-04,10:17,83.0,60,AV SIEMPRE VIVA,R03,ERROR,23.0,20.0
3372,AWS167,2023-08-03,15:57,110.0,40,RUTA 9,R02,PAGADA,70.0,68.0
3373,2999961,2021-03-12,20:24,49.0,40,AV SIEMPRE VIVA,R03,APELADA,9.0,7.0
3374,41RSTZ,2020-04-11,15:58,99.0,60,AV SIEMPRE VIVA,R03,PAGADA,39.0,36.0
3375,AWS167,2022-03-28,11:18,108.0,80,AV LIBERTADOR,R02,IMPAGA,28.0,24.0
3376,GLEN1E,2022-02-10,10:18,83.0,60,AV LIBERTADOR,R03,APELADA,23.0,20.0
3380,AWS167,2021-10-30,10:18,115.0,40,AV LIBERTADOR,,IMPAGA,75.0,73.0
3381,B81JKY,2023-08-29,11:19,115.0,80,AV LIBERTADOR,R02,IMPAGA,35.0,31.0
3386,MPX9357,2023-01-08,20:25,89.0,80,AV SIEMPRE VIVA,R03,APELADA,9.0,5.0
3394,HF3461,2023-12-22,20:25,131.0,60,AV LIBERTADOR,R01,APELADA,71.0,68.0
3407,MX60NZA,2020-12-17,10:19,89.0,80,RUTA 9,,PAGADA,9.0,5.0
3408,41RSTZ,2022-07-24,10:20,141.0,80,AV SIEMPRE VIVA,R03,IMPAGA,61.0,57.0
3413,9999868,2022-11-28,11:20,95.0,40,RUTA 9,R02,ERROR,55.0,53.0
3417,NHZ1002,2022-07-03,10:20,119.0,40,AV SIEMPRE VIVA,,PAGADA,79.0,77.0
3419,FD1475,2023-03-12,11:21,114.0,40,AV LIBERTADOR,R02,APELADA,74.0,72.0
3430,VNK296GP,2023-06-23,20:26,83.0,60,AV LIBERTADOR,R02,PAGADA,23.0,20.0
3432,VY90540,2020-12-08,10:21,127.0,80,RUTA 9,,APELADA,47.0,43.0
3437,GN64OTP,2021-07-18,15:59,111.0,40,AV LIBERTADOR,R03,PAGADA,71.0,69.0
3446,UW3932,2020-05-01,20:27,94.0,80,AV LIBERTADOR,,PAGADA,14.0,10.0
3449,HK06YMX,2020-11-29,20:27,84.0,40,AV LIBERTADOR,R01,ERROR,44.0,42.0
3451,M431ZW,2022-04-29,20:27,97.0,60,AV SIEMPRE VIVA,R02,PAGADA,37.0,34.0
3453,CT5B876,2022-06-28,11:22,87.0,40,AV LIBERTADOR,,APELADA,47.0,45.0
3454,INTIGR8,2023-07-16,10:21,120.0,60,AV LIBERTADOR,R03,ERROR,60.0,57.0
3456,BHRP770,2023-08-12,20:27,106.0,60,AV LIBERTADOR,R01,ERROR,46.0,43.0
3460,VTIIAHV,2020-07-19,11:22,110.0,40,AV LIBERTADOR,R03,ERROR,70.0,68.0
3463,UW3932,2023-02-03,16:00,119.0,80,AV SIEMPRE VIVA,R01,IMPAGA,39.0,35.0
3468,409,2022-08-15,11:22,133.0,60,RUTA 9,R01,IMPAGA,73.0,70.0
3471,HF58HXP,2021-06-21,16:01,91.0,40,AV SIEMPRE VIVA,R02,IMPAGA,51.0,49.0
3478,HF3461,2020-06-14,20:28,50.0,40,AV SIEMPRE VIVA,R03,IMPAGA,10.0,8.0
3487,GCP332,2023-03-03,11:23,128.0,60,AV LIBERTADOR,R02,IMPAGA,68.0,65.0
3489,3646HBH,2022-04-24,11:23,82.0,40,AV LIBERTADOR,R03,APELADA,42.0,40.0
3498,8B90638,2022-03-19,16:03,119.0,40,AV SIEMPRE VIVA,R02,ERROR,79.0,77.0
3500,WEFLYN,2020-09-28,11:23,130.0,60,AV LIBERTADOR,R01,ERROR,70.0,67.0
3501,41RSTZ,2020-07-05,20:29,107.0,80,AV SIEMPRE VIVA,R01,APELADA,27.0,23.0
3513,WU341A,2023-03-03,11:24,87.0,60,AV SIEMPRE VIVA,,APELADA,27.0,24.0
3514,0695DVH,2021-01-10,20:29,107.0,40,AV LIBERTADOR,R01,IMPAGA,67.0,65.0
3515,WEFLYN,2021-10-19,11:24,82.0,60,RUTA 9,,IMPAGA,22.0,19.0
3518,MPX9357,2021-01-24,10:24,103.0,60,AV LIBERTADOR,R02,APELADA,43.0,40.0
3534,CBMUK,2021-03-26,11:25,104.0,60,RUTA 9,R02,ERROR,44.0,41.0
3536,T0YDR,2021-10-14,20:29,51.0,40,AV SIEMPRE VIVA,,APELADA,11.0,9.0
3542,BM351,2023-10-26,16:05,49.0,40,RUTA 9,R02,IMPAGA,9.0,7.0
3549,GLEN1E,2020-04-03,11:25,44.0,40,AV LIBERTADOR,R01,IMPAGA,4.0,2.0
3555,3646HBH,2020-06-29,16:05,104.0,80,RUTA 9,R03,APELADA,24.0,20.0
3558,GE1466,2021-05-24,10:27,103.0,60,AV SIEMPRE VIVA,R01,PAGADA,43.0,40.0
3566,UM96201,2020-03-21,11:26,68.0,60,RUTA 9,R02,APELADA,8.0,5.0
3571,UW3932,2020-01-11,16:05,88.0,80,AV SIEMPRE VIVA,R02,ERROR,8.0,4.0
3572,AWS167,2021-09-08,20:31,149.0,80,AV LIBERTADOR,R03,PAGADA,69.0,65.0
3586,MPX9357,2021-01-30,11:27,120.0,40,AV LIBERTADOR,R01,ERROR,80.0,78.0
3587,GOOGLE,2021-06-08,20:31,64.0,60,AV LIBERTADOR,,PAGADA,4.0,1.0
3590,MPX9357,2021-06-19,11:27,99.0,80,AV SIEMPRE VIVA,R03,ERROR,19.0,15.0
3591,CD05601,2020-09-02,20:31,122.0,60,RUTA 9,R03,ERROR,62.0,59.0
3596,41RSTZ,2021-06-22,16:07,126.0,60,RUTA 9,R03,ERROR,66.0,63.0
3599,W326AVE,2020-09-26,16:07,131.0,80,AV SIEMPRE VIVA,R03,ERROR,51.0,47.0
3610,GE1466,2022-03-20,20:32,61.0,40,AV LIBERTADOR,R01,PAGADA,21.0,19.0
3614,BP717,2022-02-17,10:29,106.0,40,AV SIEMPRE VIVA,R01,PAGADA,66.0,64.0
3615,81ZFJD,2021-02-28,10:29,85.0,60,AV LIBERTADOR,,ERROR,25.0,22.0
3616,T0YDR,2022-06-15,20:32,91.0,80,AV SIEMPRE VIVA,R03,ERROR,11.0,7.0
3617,NTHGLFT,2022-08-13,16:08,103.0,80,AV SIEMPRE VIVA,R03,APELADA,23.0,19.0
3629,UM96201,2020-07-03,11:28,92.0,80,AV SIEMPRE VIVA,R02,PAGADA,12.0,8.0
3632,DK414N,2023-09-24,10:30,73.0,60,AV SIEMPRE VIVA,,PAGADA,13.0,10.0
3642,W326AVE,2021-07-18,16:10,90.0,60,AV LIBERTADOR,,PAGADA,30.0,27.0
3643,CT5B876,2020-09-06,10:30,122.0,60,RUTA 9,R02,APELADA,62.0,59.0
3647,990XYK,2020-05-03,20:34,112.0,60,AV LIBERTADOR,R03,IMPAGA,52.0,49.0
3648,WEFLYN,2020-10-04,20:34,45.0,40,AV LIBERTADOR,R03,IMPAGA,5.0,3.0
3655,NTHGLFT,2020-03-28,11:28,121.0,60,RUTA 9,,PAGADA,61.0,58.0
3657,BM351,2023-07-16,10:31,67.0,60,AV SIEMPRE VIVA,R01,ERROR,7.0,4.0
3659,6NCE831,2021-02-24,20:34,82.0,40,RUTA 9,R01,APELADA,42.0,40.0
3661,VNK296GP,2022-05-13,10:31,104.0,60,AV LIBERTADOR,R03,ERROR,44.0,41.0
3666,W326AVE,2020-08-28,16:11,117.0,40,AV SIEMPRE VIVA,R03,APELADA,77.0,75.0
3668,UM96201,2020-09-20,20:34,140.0,60,RUTA 9,,APELADA,80.0,77.0
3669,WEFLYN,2021-07-27,16:11,74.0,40,RUTA 9,,IMPAGA,34.0,32.0
3672,RFH373,2023-01-29,11:29,94.0,60,AV SIEMPRE VIVA,,ERROR,34.0,31.0
3676,HF3461,2021-10-21,10:31,126.0,80,AV SIEMPRE VIVA,,APELADA,46.0,42.0
3679,HK06YMX,2023-10-25,16:12,108.0,40,AV LIBERTADOR,R02,PAGADA,68.0,66.0
3683,HK06YMX,2020-08-09,10:32,65.0,60,AV LIBERTADOR,R01,PAGADA,5.0,2.0
3685,GN64OTP,2020-10-27,10:32,94.0,80,AV LIBERTADOR,R01,PAGADA,14.0,10.0
3695,DI2LOT,2023-01-25,16:13,106.0,40,AV LIBERTADOR,R03,PAGADA,66.0,64.0
3700,409,2020-08-01,11:30,136.0,60,RUTA 9,R01,ERROR,76.0,73.0
3717,NHZ1002,2024-01-01,10:33,95.0,60,RUTA 9,R01,IMPAGA,35.0,32.0
3719,BM351,2023-12-24,11:30,92.0,80,AV LIBERTADOR,R03,APELADA,12.0,8.0
3723,WU341A,2022-08-04,20:36,153.0,80,AV SIEMPRE VIVA,,APELADA,73.0,69.0
3724,W326AVE,2024-01-23,20:37,118.0,80,AV LIBERTADOR,R01,APELADA,38.0,34.0
3730,J1S1,2023-04-26,20:37,126.0,80,RUTA 9,R01,PAGADA,46.0,42.0
3734,UM96201,2024-02-07,20:37,95.0,80,RUTA 9,R01,APELADA,15.0,11.0
3744,GCP332,2024-02-04,10:34,83.0,60,RUTA 9,,ERROR,23.0,20.0
3745,VNK296GP,2021-10-29,10:34,79.0,40,RUTA 9,,IMPAGA,39.0,37.0
3746,GCP332,2020-07-17,20:38,110.0,80,AV LIBERTADOR,R03,APELADA,30.0,26.0
3747,NTHGLFT,2023-12-07,11:31,57.0,40,RUTA 9,,APELADA,17.0,15.0
3752,J1S1,2020-11-12,16:15,47.0,40,RUTA 9,R03,ERROR,7.0,5.0
3756,CBMUK,2022-08-01,20:39,132.0,80,RUTA 9,R02,APELADA,52.0,48.0
3757,GCP332,2023-03-09,11:32,88.0,40,RUTA 9,,ERROR,48.0,46.0
3767,BM351,2023-03-10,10:35,120.0,60,AV LIBERTADOR,R03,PAGADA,60.0,57.0
3780,HAMSTUR,2021-05-04,20:41,87.0,80,AV SIEMPRE VIVA,,ERROR,7.0,3.0
3782,WU08YWC,2022-03-29,20:41,128.0,80,AV SIEMPRE VIVA,R01,PAGADA,48.0,44.0
3785,GOOGLE,2021-07-24,16:16,55.0,40,AV LIBERTADOR,R02,APELADA,15.0,13.0
3788,HF3461,2021-07-16,16:16,98.0,80,RUTA 9,R02,ERROR,18.0,14.0
3792,M431ZW,2023-05-10,20:41,143.0,80,RUTA 9,R01,APELADA,63.0,59.0
3796,CD05601,2022-10-25,16:16,116.0,40,RUTA 9,R03,ERROR,76.0,74.0
3798,HF3461,2023-10-12,11:32,79.0,40,AV SIEMPRE VIVA,R02,PAGADA,39.0,37.0
3799,NHZ1002,2022-10-30,11:33,97.0,40,AV SIEMPRE VIVA,R02,ERROR,57.0,55.0
3808,M431ZW,2022-09-16,10:36,76.0,40,AV LIBERTADOR,R03,APELADA,36.0,34.0
3809,UW3932,2020-10-06,11:33,121.0,60,AV SIEMPRE VIVA,R02,IMPAGA,61.0,58.0
3810,UW3932,2024-05-02,20:42,132.0,60,AV SIEMPRE VIVA,R02,ERROR,72.0,69.0
3817,XIIUME,2021-08-27,11:34,129.0,80,AV LIBERTADOR,,APELADA,49.0,45.0
3824,WU08YWC,2022-09-04,16:18,100.0,40,AV LIBERTADOR,R01,APELADA,60.0,58.0
3827,M431ZW,2023-03-10,16:18,58.0,40,RUTA 9,R03,IMPAGA,18.0,16.0
3833,HF3461,2023-03-03,16:18,97.0,40,AV SIEMPRE VIVA,,PAGADA,57.0,55.0
3838,6EVY261,2021-12-01,20:43,98.0,60,AV SIEMPRE VIVA,R03,APELADA,38.0,35.0
3840,GOOGLE,2023-05-21,16:19,94.0,80,AV LIBERTADOR,R02,ERROR,14.0,10.0
3844,691XC80,2023-11-12,11:35,111.0,40,AV SIEMPRE VIVA,R02,APELADA,71.0,69.0
3846,BP717,2022-07-17,16:19,94.0,40,AV LIBERTADOR,,ERROR,54.0,52.0
3851,XIIUME,2020-08-28,16:19,121.0,80,AV LIBERTADOR,,APELADA,41.0,37.0
3853,BP717,2021-07-26,11:35,105.0,80,AV LIBERTADOR,R02,PAGADA,25.0,21.0
3854,GOOGLE,2022-08-09,16:20,53.0,40,AV SIEMPRE VIVA,R01,ERROR,13.0,11.0
3861,81ZFJD,2020-10-07,20:44,150.0,80,AV LIBERTADOR,R01,IMPAGA,70.0,66.0
3863,6EVY261,2022-12-31,10:38,71.0,40,AV LIBERTADOR,R02,PAGADA,31.0,29.0
3864,WU08YWC,2021-05-07,20:44,112.0,60,RUTA 9,R01,IMPAGA,52.0,49.0
3868,W326AVE,2023-12-04,11:36,139.0,60,RUTA 9,,IMPAGA,79.0,76.0
3870,3646HBH,2023-02-13,10:38,47.0,40,RUTA 9,R03,ERROR,7.0,5.0
3874,TL03GOG,2021-04-24,11:37,108.0,40,AV SIEMPRE VIVA,R01,APELADA,68.0,66.0
3876,NTHGLFT,2021-11-28,10:38,97.0,80,AV SIEMPRE VIVA,R02,APELADA,17.0,13.0
3878,HF3461,2021-12-26,11:37,151.0,80,AV SIEMPRE VIVA,,APELADA,71.0,67.0
3879,6EVY261,2021-05-23,10:38,132.0,80,AV LIBERTADOR,,APELADA,52.0,48.0
3899,WEFLYN,2020-04-11,10:39,92.0,80,AV SIEMPRE VIVA,R01,APELADA,12.0,8.0
3900,691XC80,2023-12-30,10:39,75.0,40,RUTA 9,R03,IMPAGA,35.0,33.0
3907,41RSTZ,2020-10-09,20:46,85.0,80,AV LIBERTADOR,R03,PAGADA,5.0,1.0
3909,WU341A,2022-03-25,11:38,124.0,80,RUTA 9,R01,IMPAGA,44.0,40.0
3911,TL03GOG,2024-02-07,20:47,158.0,80,AV LIBERTADOR,R01,PAGADA,78.0,74.0
3913,VNK296GP,2022-09-24,16:22,135.0,80,RUTA 9,R03,APELADA,55.0,51.0
3919,DK414N,2023-04-15,10:40,121.0,60,AV SIEMPRE VIVA,R01,IMPAGA,61.0,58.0
3926,MVU4688,2022-06-21,20:47,130.0,60,AV LIBERTADOR,R01,PAGADA,70.0,67.0
3929,FVIOUHP,2022-01-19,11:39,141.0,80,AV SIEMPRE VIVA,,APELADA,61.0,57.0
3933,BP717,2021-05-22,11:39,80.0,40,RUTA 9,,PAGADA,40.0,38.0
3938,691XC80,2021-05-05,10:41,64.0,40,AV LIBERTADOR,R03,IMPAGA,24.0,22.0
3939,RFH373,2020-05-01,20:47,143.0,80,AV LIBERTADOR,R03,IMPAGA,63.0,59.0
3940,409,2022-02-14,11:40,90.0,60,AV LIBERTADOR,,ERROR,30.0,27.0
3946,691XC80,2023-09-12,11:40,45.0,40,AV SIEMPRE VIVA,R02,ERROR,5.0,3.0
3952,YLO8WUE,2021-08-06,16:23,102.0,80,AV SIEMPRE VIVA,,ERROR,22.0,18.0
3953,HAMSTUR,2022-04-30,10:41,44.0,40,RUTA 9,R03,ERROR,4.0,2.0
3954,PIW4215,2021-07-31,10:41,130.0,60,AV SIEMPRE VIVA,R01,IMPAGA,70.0,67.0
3956,81ZFJD,2020-10-30,11:41,118.0,80,AV LIBERTADOR,R01,APELADA,38.0,34.0
3957,CBMUK,2021-10-03,16:24,142.0,80,RUTA 9,R01,ERROR,62.0,58.0
3960,MPX9357,2020-09-17,11:41,124.0,60,AV LIBERTADOR,R03,APELADA,64.0,61.0
3961,MVU4688,2023-10-28,20:48,108.0,60,AV SIEMPRE VIVA,R01,ERROR,48.0,45.0
3964,BX55DOG,2023-10-30,11:41,146.0,80,RUTA 9,R03,ERROR,66.0,62.0
3966,FD1475,2023-04-22,10:42,131.0,80,RUTA 9,R02,APELADA,51.0,47.0
3967,MX60NZA,2022-06-22,16:24,123.0,80,AV LIBERTADOR,R01,PAGADA,43.0,39.0
3968,BB8986,2021-12-21,11:41,91.0,40,AV SIEMPRE VIVA,R01,IMPAGA,51.0,49.0
3970,TL03GOG,2024-01-14,10:42,80.0,40,AV LIBERTADOR,R02,ERROR,40.0,38.0
3971,DK414N,2020-07-28,10:42,119.0,80,AV LIBERTADOR,R03,APELADA,39.0,35.0
3973,589222,2020-08-24,20:48,98.0,80,AV SIEMPRE VIVA,R01,ERROR,18.0,14.0
3977,HF58HXP,2020-06-04,11:42,154.0,80,RUTA 9,,ERROR,74.0,70.0
3979,M20CPR,2020-03-13,16:25,118.0,60,AV LIBERTADOR,R02,ERROR,58.0,55.0
3982,409,2020-02-13,20:49,88.0,40,RUTA 9,R02,PAGADA,48.0,46.0
3984,AWS167,2020-05-03,11:42,125.0,60,AV LIBERTADOR,,ERROR,65.0,62.0
3986,5777770,2021-02-01,11:42,48.0,40,AV LIBERTADOR,,PAGADA,8.0,6.0
3990,M20CPR,2022-02-05,10:42,92.0,40,AV SIEMPRE VIVA,R01,IMPAGA,52.0,50.0
